	id	name	tweet	retweets_count	location	created	followers_count	geo	hashtags	verified	retweeted
0	882717099046653952	iIIumilovebot	God has left us	0		08-Feb-2019	84		[]	False	False
1	111993437	syntax72	Drinking a Marionberry (Batch 2) by @SchrammsMead @ Schramm's Mead — https://t.co/IP9WbEwOrk	0		08-Feb-2019	125	{'type': 'Point', 'coordinates': [42.4605, -83.1386]}	[]	False	False
2	435948890	DanTheeMan_65	@SiegmannDennis I’m surprised you aren’t there!	0	Ardmore, OK	08-Feb-2019	466		[]	False	False
3	20207761	GreyCrossStudio	"The 40/60 Rule
https://t.co/cEZ1lmCKo5

https://t.co/LybCj5j9c7

#art #artist #artists https://t.co/ibhzIeX9hi"	0	New Orleans, Louisiana	08-Feb-2019	16809		[{'text': 'art', 'indices': [65, 69]}, {'text': 'artist', 'indices': [70, 77]}, {'text': 'artists', 'indices': [78, 86]}]	False	False
4	280349022	evavictorious	on this journey to true happiness ✨🙏🏽	0	New Jersey, USA	08-Feb-2019	1273		[]	False	False
5	1906256726	dallylane	Someone tell me why the hell its snowing in Abilene, Texas. I’m packing up &amp; heading back to AZ.	1		08-Feb-2019	2439		[]	False	False
6	415012178	brenden_i	@FairySeinfeld Update: Theres a dril tweet for this, because of course there is. https://t.co/f1QtMlqAGu	0	San Marcos, Texas	08-Feb-2019	716		[]	False	False
7	185077134	cma_312	@_SJPeace_ I love your posts, your restore my hope in humanity on a daily basis	0	Miami	08-Feb-2019	37		[]	False	False
8	459542841	grizvacation	@KSAmofaEN @AdelAljubeir LoL Your Kingdom is living in an alternative reality-----Threats are a sign of weakness	3	Dallas, Texas	08-Feb-2019	2752		[]	False	False
9	242569866	KillaCamm1_	For the first time in my life I kind of want to go to a strip club	0	614	08-Feb-2019	552		[]	False	False
10	3060840840	jacealxander	give you the whole world, imma need space 🚀💫🌙 https://t.co/tXrS0Kyrm0	1		08-Feb-2019	254		[]	False	False
11	323897886	abohatem9	"@benmendy23 @brfootball Everyone is looking for Mendy

Do you know where he is right now?"	0		08-Feb-2019	376		[]	False	False
12	3063960793	RoyalTrey_	My Nigga 👑 https://t.co/hE0mOVZhGS	0	Texas, USA	08-Feb-2019	439		[]	False	False
13	245180936	6FtWithTimbsOn	selling feet pics https://t.co/prbFWW5S9R	0	around	08-Feb-2019	305		[]	False	False
14	2728261797	lynnhatcher1	@mrbromwich Not sure I believe him since he seems to think his job is protecting Don the Con instead of the PEOPLE… https://t.co/qbmEbFm80a	0	Land of Lincoln	08-Feb-2019	70		[]	False	False
15	146623015	QueenKaylianne	@mm_dot I did not even consider C’s existence. Caylianne is kinda cute	0	topeka, ks	08-Feb-2019	1067		[]	False	False
16	16531741	thesum	@thehill GOOD!!! 🦋 🦋🦋🦋🦋	0		08-Feb-2019	993		[]	False	False
17	978031878698618882	K54725485	@K9Falo I can watch this all day long!  💕💗	0	Durham, NC	08-Feb-2019	337		[]	False	False
18	1394881524	jonescreek47	@theobserver @NCdogs4Hillary Wow! They really cannot accept responsibility.	0	Colorado, Pikes Peak area	08-Feb-2019	9285		[]	False	False
19	333619956	SCQ3111	@UberFacts @JSKChavez_  gurl you were born in the serial killer month!😳😳😳	0	United States	08-Feb-2019	64		[]	False	False
20	57914570	cameronGprice	@johnniepeyton Different. Good. Not Awesome.	0	Mars Hill, Maine	08-Feb-2019	293		[]	False	False
21	879788000145797120	unt_gmb	Only 3 days left to register &amp; make your first payment! “The patients in underserved areas like this are tough! The… https://t.co/zck4YdC95c	2		08-Feb-2019	144		[]	False	False
22	37503584	AllEliteTiffany	@CodyRhodes @HUGOBOSS @HeyHeyItsConrad @The_MJF @AEWrestling @AEW_LIVE So sharp, CR!	0		08-Feb-2019	8219		[]	False	False
23	318865445	urlickj	@sheejoce13 Yes. I applied it 3 times. I’m going to be tan af.	0		08-Feb-2019	204		[]	False	False
24	395386243	CitySwiggers	TRVE Seven Doors on tap now. https://t.co/YRjNfEEbot @trvebrewing #cityswiggers #BeerMenus	0	320 E 86th St., NYC 10028	08-Feb-2019	1566	{'type': 'Point', 'coordinates': [40.7772734, -73.9509644]}	[{'text': 'cityswiggers', 'indices': [66, 79]}, {'text': 'BeerMenus', 'indices': [80, 90]}]	False	False
25	26408580	gthoma	@DavidCornDC @realDonaldTrump Nah. Nevermind. Let Maxine do it.	0	United States	08-Feb-2019	69		[]	False	False
26	792535037950332928	juicyJstik	Ion recognize yuhh , should’ve been around more 😘	0	Morgan City, LA / Freeco Tx 	08-Feb-2019	315		[]	False	False
27	516215137	MWright1952	@ecro77 @cobynovak7 @LisPower1 @umjeremy I actually don't disagree with you... I'm waiting for your call for the… https://t.co/tYihUXyi2h	0		08-Feb-2019	43		[]	False	False
28	633455168	taylorlyonphoto	@mycoolalley ok this one wasn’t even my fault	0	south carolina apparently	08-Feb-2019	346		[]	False	False
29	969289765169385472	BarstoolGS	@maxwell_trice @BarstoolCastle WE. BEAT. YOU.	0	Iron Mine💪	08-Feb-2019	844		[]	False	False
30	892830694698823680	ErnestJ91420137	"@MyMix1079 "" And My Son's Dead ""... "" I'm gonna Make sure They think 2wice before They Do it Again "".......!!!! https://t.co/JLxEYZjAoG"	0		08-Feb-2019	3		[]	False	False
31	6473302	mspowahs	@KiraArghy ahhh thank you for that clarification, it wasn't my place to say anything but I was def projecting how o… https://t.co/ivWgqMULTe	0	Atlanta by way of San Diego	08-Feb-2019	22817		[]	False	False
32	27890182	MangoDuckie	@TheEllenShow Yes I'm retweeting myself. I watched you shave @Edelman11 on your show today!! Now YOU Ellen are My M… https://t.co/VY9mqhSNUH	0	Cape Cod, MA	08-Feb-2019	138		[]	False	False
33	2557302210	RichardZane32	A&amp;M kills the penalty again. 11 minutes remaining in the 2nd	0	College Station, TX	08-Feb-2019	515		[]	False	False
34	25005484	KiidTeh	Black men like you asking stupid ass questions like this, for one https://t.co/uP98T8scUq	0		08-Feb-2019	52		[]	False	False
35	618504531	katie_caughey	ADD A TX DATE SO THAT CAN SELL OUT TOO https://t.co/sq4qQXQbi6	1	Springtown, TX	08-Feb-2019	1019		[]	False	False
36	374950418	KylerJ56	I've been on a oldies kick lately and it's not disappointing at all. https://t.co/px157XbaM8	0	Spanish Fork, UT	08-Feb-2019	393		[]	False	False
37	340331702	eyenc37	@Zak_Bagans Watching an old show with my grandson right now.	0		08-Feb-2019	36		[]	False	False
38	816052288401895424	HarleyCQuinn	@homeslice68 @Nativeesoul I thought Timberwolves were grey?	0	Sun Prairie, WI	08-Feb-2019	711		[]	False	False
39	143106541	coolcontrol_	I literally go to Karaoke and Open Mics when I’m close to a performance date or audition.	0	New York, NY	08-Feb-2019	315		[]	False	False
40	712116351389847552	keeeeeeezyy	Here’s An 1/4 Previews Of The Vlog I Will Be Dropping. Jarren With The W Today 10-0 VSU ‼️@NormanJarren https://t.co/dwJ3BpC55z	3		08-Feb-2019	708		[]	False	False
41	221063915	captinme08	@VancityReynolds understood this in #Deadpool2 #xforce https://t.co/N9Twxvrvx2	0		08-Feb-2019	74		[{'text': 'Deadpool2', 'indices': [36, 46]}, {'text': 'xforce', 'indices': [47, 54]}]	False	False
42	994398398	Isaacjm23	Are his friends fucked up for not jumping in tho? Thoughts. https://t.co/JevvR4asvP	0		08-Feb-2019	1260		[]	False	False
43	531650817	OldSkoolTarHeel	NYT Bestselling Author Eric Metaxas Discusses What America’s Founders Understood About Faith And Freedom… https://t.co/9k3GutFIob	0		08-Feb-2019	1082		[]	False	False
44	910998575018110976	i_amjuly	She love me even though I’m a idiot 😂🥰	0	North Carolina, USA	08-Feb-2019	1349		[]	False	False
45	1068040316920492032	kcuah_d	@nicholasrathgeb I gotchu https://t.co/2e5wMFHUxK	0	Boulder, CO	08-Feb-2019	8165		[]	False	False
46	1011695689926135810	jamie_cannot	@_chrissidon U feel better?	0	New York, NY	08-Feb-2019	551		[]	False	False
47	177673612	Lola_Zenun	@short__hispanic I get off at 330	0	Maryland, USA	08-Feb-2019	159		[]	False	False
48	29330450	Sheglar_GD	@Comedianhellnaw They both trash	0	Red Hook, Bklyn Ny	08-Feb-2019	1456		[]	False	False
49	1068627985371144194	sbamadog	@finebaum @MikeGriffith32 Always a good chance but Alabama has that it factor it knows they never down to many points to comeback .	0	Manchester, TN	08-Feb-2019	25		[]	False	False
50	108682892	debtam	RUDEST PHONES REPS ON THE PLANET. I’ve NEVER experienced the #LowClass Treatment in all my tix purchasin  &amp; Mgr… https://t.co/fov2BcnLT2	0	Plantation, FL	08-Feb-2019	90		[{'text': 'LowClass', 'indices': [61, 70]}]	False	False
51	432236789	C_Brownie18	Candyland with little man before heading to Memphis for the weekend! #fathersontime @ House That Brown's Built https://t.co/3tEdbEd8ak	0	Elgin, Illinois	08-Feb-2019	1030	{'type': 'Point', 'coordinates': [42.06347407, -88.32370478]}	[{'text': 'fathersontime', 'indices': [69, 83]}]	False	False
52	28266910	Davoh79	@tedlieu is definitely my top 3 fav Congresspeople. https://t.co/Kv5XGy8C32	0	Hinesville, GA	08-Feb-2019	404		[]	False	False
53	898768903	Xodimes	Me &amp; my old best friend had a fye ass bond 😂💭 shit mia now	0	Xodimes | Atlanta 	08-Feb-2019	1815		[]	False	False
54	817837981	TweirTexFan	@KellyFranson Now that’s doing #Snowmageddon the right way	0	Seattle	08-Feb-2019	463		[{'text': 'Snowmageddon', 'indices': [31, 44]}]	False	False
55	696148040789450752	ErykLapitz	"New Video Out Now!! 🎬

https://t.co/1ijwTPAgvA

The Deportation of Sir 21 Savage https://t.co/1tRo8KPhj9"	4	Los Angeles, CA	08-Feb-2019	1624		[]	False	False
56	331270057	_berserkhill	🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️ needs to check the stat book again lmao https://t.co/HkPSOFja83	0		08-Feb-2019	473		[]	False	False
57	23276980	getSTUCKey	My phone is on some dumb shit yo smh	0	Philadelphia	08-Feb-2019	256		[]	False	False
58	2783654979	HomesteadMS	Ms. Olsen from @BranchesFL discussed ways students can obtain funding for their businesses.  Students participated… https://t.co/ezQrISIOC2	2	Homestead, FL	08-Feb-2019	841		[]	False	False
59	7517322	states37	@WRC_Shannon Would luv to be in that picture between u 2! 💜😏	0		08-Feb-2019	729		[]	False	False
60	1263294816	AndyBearman	I'm #TeamWaffles! Which stealth dessert do you prefer for breakfast? #Splatoon2	0	Iuka	08-Feb-2019	147		[{'text': 'TeamWaffles', 'indices': [4, 16]}, {'text': 'Splatoon2', 'indices': [69, 79]}]	False	False
61	344503618	EllieSchott	I miss Vegas so much I’m ready to go back ✈️😿	0	Baton Rouge, LA	08-Feb-2019	738		[]	False	False
62	456988465	ShotByTWoods	@Cyncynnaa She ain’t got no walls they tryna make her scream for the video but can’t	0	North Lauderdale, FL	08-Feb-2019	927		[]	False	False
63	786024896396562432	Spoon_For_Short	My brother has worked his ass off on this. Get in your car put this tape on and let @SplitDizzy know how you feel… https://t.co/fDbRKIn4qU	3	Georgia, USA	08-Feb-2019	429		[]	False	False
64	386127157	BeauReports	Flooding reported in Downtown Pittsburgh https://t.co/wamJbZsetI	3	Ithaca, NY	08-Feb-2019	10693		[]	False	False
65	539580965	therealAV_	"APPOINTMENTS PREVENT DISAPPOINTMENT🗣🗣

Thanks for looking ! 💈Appointments 📱619.822.6609
barbershopconnect… https://t.co/t0xcASoYxh"	0	Killafornia	08-Feb-2019	314	{'type': 'Point', 'coordinates': [32.7949, -116.954]}	[]	False	False
66	371901410	darcihalll	This bday sucks tbh	0	San Antonio	08-Feb-2019	393		[]	False	False
67	339518133	TheListener83	I'm at @BrooksBrothers in Philadelphia, PA https://t.co/xuvJWfoIDW	0	Philadelphia Pennsylvania	08-Feb-2019	1075	{'type': 'Point', 'coordinates': [39.8761687, -75.24236615]}	[]	False	False
68	1061387390	_TreWilliams	Gotta be great!	2		08-Feb-2019	4024		[]	False	False
69	2231629849	JeromeGilles1	@talentbeginsnow Ross Periot	0		08-Feb-2019	1325		[]	False	False
70	124237655	melchor23	@VVSoliver @WBKnoblock Coach looks like he dropped a few	0	Michigan, USA	08-Feb-2019	397		[]	False	False
